Date,SPY,GLD,AMZN,GOOG,KPTI,GILD,MPC
2019-11-22,0.002221408,-0.001885795,0.006326831,-0.004628986,0.010503654,-0.007176169,-0.014012985
2019-11-25,0.007720326,-0.00480318,0.015979608,0.008723995,0.04682721,0.029591517,0.00112188
2019-11-26,0.002263102,0.00480318,0.012938517,0.005236256,-0.018349108,0.000892157,-0.012248375
2019-11-27,0.004447636,-0.005314014,0.011932304,-0.000426461,0.011876669,-0.002380894,-0.003248289
2019-11-29,-0.003715571,0.006184806,-0.009786452,-0.006134613,0.033665391,0.001786174,-0.01359454
2019-12-02,-0.00853103,-0.000507944,-0.010719214,-0.011592124,-0.026020593,-0.016796962,0.003785694
2019-12-03,-0.006729132,0.009534253,-0.006554898,0.004146676,-0.024011752,-0.000756533,-0.013896008
2019-12-04,0.006151301,-0.001366777,-0.005251181,0.019313863,0.079280799,0.010239516,0
2019-12-05,0.001796361,0.000575718,-0.011544818,0.005731168,-0.033251873,-0.01236072,-0.00300301
2019-12-06,0.009092587,-0.009977705,0.006368716,0.009360248,-0.068788214,0.017292386,0.005830958
2019-12-09,-0.003149077,-0.000290649,-0.001193888,0.002190661,-0.024232394,-0.002238663,-0.029842903
2019-12-10,-0.001115717,0.0028307,-0.00590479,0.000818367,0.040671031,0.002238663,0.00409903
2019-12-11,0.002834669,0.006861936,0.00545311,0.000267679,0.008418648,0.010381184,-0.026949248
2019-12-12,0.008582085,-0.003533485,0.006617192,0.00389569,0.018098604,-0.002215517,0.032558201
2019-12-13,0.000598952,0.004468873,0.000346458,-0.001808728,-0.015109111,-0.027887875,-0.006632103
2019-12-16,0.006846522,-7.20E-05,0.004685373,0.009848797,0.014226664,0.005307558,0.035861741
2019-12-17,0.000219091,-0.00021578,0.012051189,-0.004454649,0.004697597,0.001209102,0.007543478
2019-12-18,6.25E-05,7.20E-05,-0.003709419,-0.001846559,0.053049239,-0.007885947,-0.004913198
2019-12-19,0.004090616,0.002586213,0.004613702,0.002525268,0.027398974,-0.005955571,0.003605399
2019-12-20,-0.000529847,0.00100394,-0.00323017,-0.004767899,-0.008141137,0.023612382,0.007821443
2019-12-23,0.001526568,0.003077203,0.003631796,-0.000555879,0.04423849,-0.001496983,-0.015539705
2019-12-24,3.12E-05,0.009387789,-0.002116035,-0.003922087,0.021151154,-0.000449521,0.00509746
2019-12-26,0.005309143,0.007826591,0.043506311,0.012455941,0.003821213,-0.004958343,-0.008234565
2019-12-27,-0.000247808,-0.000351256,0.000551028,-0.006275168,-0.021329392,-0.006649601,-0.001489453
2019-12-30,-0.005528476,0.002105581,-0.012328348,-0.011718753,-0.016234945,-0.015587062,-0.011828591
2019-12-31,0.002426351,0.001891143,0.00051422,0.0006584,0.012070445,0.000769811,0.009673222
2020-01-02,0.009308464,0.007320954,0.026788603,0.022445912,-0.023754127,0.003839955,0.027179143
2020-01-03,-0.007601048,0.013181266,-0.01221333,-0.004919282,-0.02707258,-0.002455928,-0.061281037
2020-01-06,0.003807793,0.010434869,0.014775887,0.024358017,0.013627903,0.008874015,-0.000171719
2020-01-07,-0.002815738,0.003927428,0.002089372,-0.000624201,-0.000812425,-0.00810586,0.015678545
2020-01-08,0.005315384,-0.007529803,-0.007839304,0.007849444,0.008900985,0.010388121,-0.01053892
2020-01-09,0.006757764,-0.005667684,0.004787792,0.010983954,0.031454915,0.000607616,0.014757268
2020-01-10,-0.002881854,0.006008108,-0.009455156,0.006948486,-0.044700187,-0.012378818,0.013878692
2020-01-13,0.006853806,-0.007447145,0.004313214,0.006622633,-0.063758793,-0.011133581,-0.010013473
2020-01-14,-0.001525786,-0.000891941,-0.01162556,-0.005818592,0.036450471,-0.001711939,0.003683266
2020-01-15,0.002257307,0.005817289,-0.003976959,0.005797727,0.028667921,-0.001558823,-0.028992436
2020-01-16,0.008283978,-0.001570741,0.00851347,0.00864788,0.023100695,-0.014140027,-0.01037537
2020-01-17,0.003107697,0.001843725,-0.007064508,0.019570327,-0.099887763,-0.003487105,-0.011186962
2020-01-21,-0.001960119,0.001090984,0.014523579,0.00270509,0.028920464,-0.005572795,-0.012558741
2020-01-22,0.000120755,0.000340598,-0.002402481,0.001043599,-0.017832015,0.012219472,-0.003744972
2020-01-23,0.001146216,0.002245599,-0.001527028,0.000471017,0.006363956,0.008481237,-0.011500565
2020-01-24,-0.008932859,0.005828554,-0.012247134,-0.013503512,-0.049655599,-0.012432249,-0.015298061
2020-01-27,-0.016159271,0.006802126,-0.018049395,-0.022623749,-0.038614836,0.010710455,-0.033401759
2020-01-28,0.010424654,-0.008966868,0.013532422,0.012929536,0.066701494,0.008269004,0.004354822
2020-01-29,-0.000826367,0.005403248,0.002559786,0.004170085,-0.031425578,-0.000932653,0.012392195
2020-01-30,0.003240099,6.73E-05,0.006801389,-0.001914612,-0.018101435,-0.004207974,0.014082099
2020-01-31,-0.018324781,0.005775708,0.071195659,-0.014954924,0,-0.013047391,0.002756116
2020-02-03,0.007401084,-0.006516878,-0.002252734,0.035419423,0.036478232,0.048790161,-0.045803776
2020-02-04,0.015126295,-0.013094308,0.022433812,-0.026506744,0.047794627,0.015550566,0.025226525
2020-02-05,0.01148184,0.001228556,-0.004792689,0.000801322,0.024456566,-0.022961896,0.039480047
2020-02-06,0.003359207,0.005373934,0.005065895,0.01914942,-0.044577991,0.034908024,-0.001441475
2020-02-07,-0.00534391,0.002642363,0.014069722,0.002030142,0.00289946,0.009629541,-0.013981171
2020-02-10,0.007437596,0.002567949,0.025934242,0.019713463,0.025158481,0.001740826,0.006924245
2020-02-11,0.00173155,-0.003447892,0.007883952,7.29E-05,-0.027477376,-0.017989454,0.030226725
2020-02-12,0.006422106,-0.000813078,0.004268333,0.006263511,-0.02348902,-0.012026055,0.037518481
2020-02-13,-0.001067536,0.005677304,-0.004700792,-0.002380528,-0.046208843,-0.0022429,0.009626009
2020-02-14,0.001600832,0.004169722,-0.00700162,0.004006038,-0.043886189,0.01131293,-0.01985974
2020-02-18,-0.002580326,0.012737351,0.009695734,-0.000703817,0.060548127,-0.008174162,-0.032407027
2020-02-19,0.004769841,0.005814286,0.006726988,0.00460872,-0.001224768,0.005060986,0.021374279
2020-02-20,-0.004116709,0.00407634,-0.007919822,-0.00560945,0.005499565,-0.005210261,0.043584681
2020-02-21,-0.010351661,0.014913456,-0.02689227,-0.022003671,-0.019692925,0.039507655,-0.018930078
2020-02-24,-0.033727841,0.008945003,-0.042234994,-0.043712894,-0.084246696,0.044888386,-0.056710884
2020-02-25,-0.030770751,-0.018035935,-0.018358011,-0.023587958,-0.019113191,-0.039165888,-0.050474059
2020-02-26,-0.003684996,0.00436098,0.003466301,0.003400961,-0.008999722,0.063557279,-0.016130884
2020-02-27,-0.045951468,0.000194816,-0.04933331,-0.055405249,0.067229611,-0.027688974,-0.086680982
2020-02-28,-0.004210391,-0.037176019,-0.000291954,0.015985763,0.060548127,-0.046480736,-0.010697578
2020-03-02,0.042395005,0.005511084,0.036588469,0.036493788,0.528538051,0.083496954,0.006516079
2020-03-03,-0.029050362,0.03095039,-0.023278638,-0.034956843,-0.116363595,-0.015908396,-0.055127012
2020-03-04,0.041173637,0.00175299,0.03441424,0.033090624,0.075120676,0.023966039,0.015596206
2020-03-05,-0.03380675,0.021370951,-0.026566581,-0.049892796,-0.018209894,0.001577431,-0.107348392
2020-03-06,-0.016669276,0.000380889,-0.011994572,-0.015763764,-0.043025813,0.052330506,-0.051280462
2020-03-09,-0.081312523,0.001648875,-0.0543019,-0.065935541,-0.139602091,-0.087215443,-0.146348127
2020-03-10,0.050450587,-0.021327152,0.049413812,0.051959806,0.060192018,-0.016180256,0.020486545
2020-03-11,-0.049976738,-0.003566704,-0.038230391,-0.052083234,-0.084379265,0.018625582,-0.096005665
2020-03-12,-0.100568861,-0.040705604,-0.08253502,-0.086307782,-0.137575047,-0.072001784,-0.314833108
2020-03-13,0.082028092,-0.030991553,0.062644526,0.089855792,0.000540115,0.031151563,0.08497059
2020-03-16,-0.115886537,-0.011512126,-0.055192957,-0.117667263,-0.115490873,-0.026496336,-0.205542498
2020-03-17,0.052584921,0.013464426,0.067907285,0.032187897,0.067941806,0.078411301,0.00049265
2020-03-18,-0.051959751,-0.020123107,0.012183223,-0.020753248,-0.086290897,0.063682702,-0.19222259
2020-03-19,0.002122723,-0.019086493,0.027450397,0.016717602,0.16624645,-0.011014799,-0.001792692
2020-03-20,-0.049913373,0.014884383,-0.018696493,-0.03929002,-0.065898532,-0.069720617,0.125198405
2020-03-23,-0.025900755,0.043231496,0.030272358,-0.014749346,0.020448396,-0.008912125,-0.131197132
2020-03-24,0.086730994,0.04738952,0.019397277,0.071081603,0.10234719,0.018421732,0.051594041
2020-03-25,0.014859234,-0.013784208,-0.028366179,-0.028585483,0.017621631,-0.059898077,0.18754601
2020-03-26,0.056748699,0.012740715,0.03626747,0.05235624,0.02963883,0.0585451,0.091815805
2020-03-27,-0.03023826,-0.006481449,-0.028734293,-0.044928074,-0.080906621,-0.013768906,0.000432069
2020-03-30,0.031959525,0.00439099,0.033051223,0.031993433,0.022223164,0.041409356,0.04971539
2020-03-31,-0.015017587,-0.032364822,-0.007271969,0.013846692,-0.041300868,-0.015528856,-0.029616307
2020-04-01,-0.046049041,0.009411793,-0.021787455,-0.050433281,-0.061731411,-0.030558498,-0.123781085
2020-04-02,0.022813183,0.016260501,0.0058173,0.013672115,0.001659789,0.059821179,0.01663134
2020-04-03,-0.014559672,0.00492531,-0.006399314,-0.020697322,-0.015037903,0.015851813,-0.056216345
2020-04-06,0.065006737,0.027333534,0.046625149,0.077980702,0.071458949,-0.006156178,0.140671874
2020-04-07,0.001018961,-0.005368871,0.006988976,-0.00034552,-0.029694625,-0.040162946,-0.025439965
2020-04-08,0.033017295,-0.008947882,0.015488903,0.019835529,0.036982596,0.004276362,0.076928101
2020-04-09,0.015102738,0.025788169,-0.000117476,0.000966187,0.06281894,-0.019933262,0.052875741
2020-04-13,-0.009172088,0.016995106,0.059904509,0.005030955,-0.017690909,0.023792999,-0.011774047
2020-04-14,0.029066323,0.007837302,0.051424205,0.041561498,0.075417402,0.032284072,0.037579449
2020-04-15,-0.021477092,-0.005115018,0.010612107,-0.005340306,-0.051414301,-0.040956017,-0.09234878
2020-04-16,0.004812696,-0.000865369,0.042632742,0.000791785,0.06873466,0.025270958,-0.088452956
2020-04-17,0.026656962,-0.019608467,-0.013877966,0.015534042,0.057509871,0.092884227,0.147948599
2020-04-20,-0.017775025,0.007100854,0.007805294,-0.013051894,0.06642981,-0.033043802,-0.023858005
2020-04-21,-0.030833763,-0.006848673,-0.027741606,-0.040497707,-0.056242974,-0.034173215,-0.046539223
2020-04-22,0.021951827,0.019479889,0.015078211,0.037809748,0.048226945,0.034788278,0.04007978
2020-04-23,-7.17E-05,0.009905644,0.015100188,0.010317079,-0.006864556,-0.044384667,0.049387874
2020-04-24,0.013842458,-0.00429473,0.004478493,0.002347768,0.020056829,0.023632158,-0.006963289
2020-04-27,0.014315485,-0.00666259,-0.014299616,-0.002684775,0.002776115,0.0032594,0.026433277
2020-04-28,-0.004609027,-0.004466516,-0.026406167,-0.033642638,-0.046614299,-0.015514007,0.072188749
2020-04-29,0.025841699,0.005518192,0.025020511,0.083779965,-0.042379222,0.055264061,0.15027404
2020-04-30,-0.009354282,-0.018282684,0.041803529,0.005338065,-0.046520067,0.010290872,-0.029486136
2020-05-01,-0.026830162,0.006152293,-0.079015194,-0.021017792,-0.131137069,-0.049415398,-0.092695213
2020-05-04,0.002754429,0.003498676,0.013016158,0.004676325,0.066991566,0.003745361,0.075401868
2020-05-05,0.009196902,0.00423207,0.000781243,0.018156401,-0.052108099,-0.013928334,-0.012446349
2020-05-06,-0.006801802,-0.012938939,0.014332878,-0.00282384,-0.020067532,-0.021327648,-0.053086428
2020-05-07,0.011994593,0.015234124,0.006929694,0.018575026,0.011369596,0.001805512,0.041458432
2020-05-08,0.0164108,-0.006028428,0.005055601,0.011452742,-0.027613048,-0.001547425,0.070551052
2020-05-11,0.000205141,-0.006253147,0.01227507,0.010667714,0.083085707,0.041828135,-0.010041101
2020-05-12,-0.020132891,0.003881525,-0.021843334,-0.019806347,-0.06321062,-0.035909447,-0.015098166
2020-05-13,-0.017844129,0.009576645,0.00464351,-0.019383621,-0.032634419,-0.011483249,-0.036678151
2020-05-14,0.01189627,0.008811128,0.00880022,0.005026918,-0.011840893,0.002203719,-0.005166297
2020-05-15,0.004586433,0.005627948,0.00872335,0.012501399,0.031444113,-0.012639444,-0.0192848
2020-05-18,0.030005008,-0.007592898,0.006815512,0.007798004,-0.021209683,-0.019865571,0.142770803
2020-05-19,-0.010324295,0.00960394,0.009463569,-0.007583166,-0.055363119,-0.032905835,-0.012959166
2020-05-20,0.016845335,0.002371467,0.019651819,0.023909438,0.094253978,0.021200317,0.065081843
2020-05-21,-0.006927886,-0.014683616,-0.020709846,-0.002790458,-0.015061256,-0.005292086,-0.031170668
2020-05-22,0.001897268,0.005899401,-0.004038038,0.005417289,0.077503511,-0.002179294,-0.003367922
2020-05-26,0.012245272,-0.014316858,-0.0061826,0.004668525,-0.068128427,-0.002183949,0.034810203
2020-05-27,0.014769397,0.00180081,-0.004747369,0.000578474,-0.025198259,0.023231747,-0.006811087
2020-05-28,-0.001846654,0.003344745,-0.003861509,-0.000783177,-0.000531786,0.005591789,-0.039023945
2020-05-29,0.004446009,0.007331471,0.017041921,0.00856756,-0.016626796,0.032781285,-0.001137683
2020-06-01,0.004033588,0.004593204,0.011670203,0.00202738,-0.076982613,-0.034907761,0.037972195
2020-06-02,0.008246055,-0.006497893,0.000554217,0.005154955,0.054558931,-0.025604437,0.03287823
2020-06-03,0.013220475,-0.018622511,0.002419803,-0.001975217,-0.026907427,0.015441176,0.022802689
2020-06-04,-0.002630169,0.010471254,-0.007207889,-0.016991415,0.011299491,0.041337982,-0.014354918
2020-06-05,0.025306602,-0.02048369,0.009062244,0.018389795,-0.00394032,-0.010240558,0.088499938
